merged_id,game_title,game_id,vgsales_rank,platform,genre,publisher,release_year,rating,global_sales,plays,wishlist,merge_date
845,Super Mario Galaxy 2,NULL,92,wii,platform,nintendo,2010,4.3,7.69,13000,1300,04-10-2025
846,Super Mario Galaxy 2,NULL,92,wii,platform,nintendo,2010,4.3,7.69,13000,1300,04-10-2025
847,Super Mario RPG: Legend of the Seven Stars,NULL,764,snes,role-playing,nintendo,1996,4,2.14,4400,858000,04-10-2025
848,Super Mario RPG: Legend of the Seven Stars,NULL,764,snes,role-playing,nintendo,1996,4,2.14,4400,858000,04-10-2025
849,Super Mario Sunshine,NULL,136,gc,platform,nintendo,2002,3.7,6.31,14000,1000,04-10-2025
850,Super Mario World,NULL,19,snes,platform,nintendo,1990,4.2,20.61,18000,460000,04-10-2025
851,Super Mario World 2: Yoshi's Island,NULL,283,snes,platform,nintendo,1995,4.1,4.12,7100,360000,04-10-2025
852,Super Metroid,NULL,1362,snes,action,nintendo,1994,4.3,1.42,11000,907000,04-10-2025
853,Super Paper Mario,NULL,330,wii,platform,nintendo,2007,3.8,3.76,6200,572000,04-10-2025
854,Super Smash Bros.,NULL,158,n64,fighting,nintendo,1999,3.4,5.55,9800,207000,04-10-2025
855,Super Smash Bros.,NULL,158,n64,fighting,nintendo,1999,3.4,5.55,9800,207000,04-10-2025
856,Super Smash Bros. Brawl,NULL,40,wii,fighting,nintendo,2008,3.8,13.04,19000,250000,04-10-2025
857,Super Smash Bros. Brawl,NULL,40,wii,fighting,nintendo,2008,3.8,13.04,19000,250000,04-10-2025
858,Superman: The New Superman Adventures,NULL,4731,n64,action,titus,1999,0.7,0.41,859000,55000,04-10-2025
859,Tales of Berseria,NULL,10233,ps3,role-playing,namco bandai games,2016,3.7,0.11,3300,657000,04-10-2025
860,Tales of Berseria,NULL,7248,ps4,role-playing,namco bandai games,2016,3.7,0.22,3300,657000,04-10-2025
861,Tales of Symphonia,NULL,1868,gc,role-playing,nintendo,2003,3.9,1.1,2800,572000,04-10-2025
862,Tales of Vesperia,NULL,2752,x360,role-playing,atari,2008,3.9,0.75,1100,199000,04-10-2025
863,Tales of Zestiria,NULL,5026,ps4,role-playing,namco bandai games,2015,2.7,0.38,1700,264000,04-10-2025
864,Tales of Zestiria,NULL,3421,ps3,role-playing,namco bandai games,2015,2.7,0.59,1700,264000,04-10-2025
865,Terraria,NULL,8846,pc,action,unknown,2011,4,0.15,18000,593000,04-10-2025
866,Tetris,NULL,6,gb,puzzle,nintendo,1989,4,30.26,2500,21000,04-10-2025
867,Tetris,NULL,6,gb,puzzle,nintendo,1989,4.1,30.26,9600,66000,04-10-2025
868,Tetris,NULL,6,gb,puzzle,nintendo,1989,4.1,30.26,9600,66000,04-10-2025
869,The Elder Scrolls III: Morrowind,NULL,508,xb,role-playing,ubisoft,2002,4,2.86,3700,487000,04-10-2025
870,The Elder Scrolls IV: Oblivion,NULL,251,x360,role-playing,take-two interactive,2006,3.7,4.39,8100,563000,04-10-2025
871,The Elder Scrolls IV: Oblivion,NULL,6507,pc,role-playing,take-two interactive,2006,3.7,0.26,8100,563000,04-10-2025
872,The Elder Scrolls V: Skyrim,NULL,311,pc,role-playing,bethesda softworks,2011,3.7,3.88,22000,1000,04-10-2025
873,The Elder Scrolls V: Skyrim,NULL,127,ps3,role-playing,bethesda softworks,2011,3.7,6.56,22000,1000,04-10-2025
874,The Elder Scrolls V: Skyrim,NULL,76,x360,role-playing,bethesda softworks,2011,3.7,8.84,22000,1000,04-10-2025
875,The Elder Scrolls V: Skyrim,NULL,311,pc,role-playing,bethesda softworks,2011,3.7,3.88,22000,1000,04-10-2025
876,The Elder Scrolls V: Skyrim,NULL,127,ps3,role-playing,bethesda softworks,2011,3.7,6.56,22000,1000,04-10-2025
877,The Elder Scrolls V: Skyrim,NULL,76,x360,role-playing,bethesda softworks,2011,3.7,8.84,22000,1000,04-10-2025
878,The Elder Scrolls V: Skyrim,NULL,311,pc,role-playing,bethesda softworks,2011,3.7,3.88,22000,1000,04-10-2025
879,The Elder Scrolls V: Skyrim,NULL,127,ps3,role-playing,bethesda softworks,2011,3.7,6.56,22000,1000,04-10-2025
880,The Elder Scrolls V: Skyrim,NULL,76,x360,role-playing,bethesda softworks,2011,3.7,8.84,22000,1000,04-10-2025
881,The Evil Within,NULL,6300,pc,action,bethesda softworks,2014,3.4,0.27,4800,822000,04-10-2025
882,The Evil Within,NULL,2267,ps3,action,bethesda softworks,2014,3.4,0.92,4800,822000,04-10-2025
883,The Evil Within,NULL,4014,x360,action,bethesda softworks,2014,3.4,0.5,4800,822000,04-10-2025
884,The Evil Within,NULL,959,ps4,action,bethesda softworks,2014,3.4,1.81,4800,822000,04-10-2025
885,The Evil Within,NULL,3100,xone,action,bethesda softworks,2014,3.4,0.65,4800,822000,04-10-2025
886,The Godfather,NULL,1885,ps2,action,electronic arts,2006,3.6,1.09,1100,136000,04-10-2025
887,The Last of Us,NULL,147,ps3,action,sony computer entertainment europe,2013,4.2,5.99,17000,1400,04-10-2025
888,The Legend of Heroes: Trails of Cold Steel,NULL,7212,ps3,role-playing,nippon ichi software,2013,3.7,0.22,2100,461000,04-10-2025
889,The Legend of Heroes: Trails of Cold Steel,NULL,5805,psv,role-playing,nippon ichi software,2013,3.7,0.31,2100,461000,04-10-2025
890,The Legend of Heroes: Trails of Cold Steel II,NULL,8852,psv,role-playing,nippon ichi software,2014,3.7,0.15,1700,319000,04-10-2025
891,The Legend of Heroes: Trails of Cold Steel II,NULL,9799,ps3,role-playing,nippon ichi software,2014,3.7,0.12,1700,319000,04-10-2025
892,The Legend of Zelda,NULL,128,nes,action,nintendo,1986,3.2,6.51,9300,463000,04-10-2025
893,The Legend of Zelda,NULL,128,nes,action,nintendo,1986,3.2,6.51,9300,463000,04-10-2025
894,The Legend of Zelda: A Link Between Worlds,NULL,455,3ds,action,nintendo,2013,4.1,3.07,10000,1100,04-10-2025
895,The Legend of Zelda: A Link to the Past,NULL,232,snes,action,nintendo,1991,4.1,4.61,13000,911000,04-10-2025
896,The Legend of Zelda: A Link to the Past,NULL,232,snes,action,nintendo,1991,4.1,4.61,13000,911000,04-10-2025
897,The Legend of Zelda: Majora's Mask,NULL,399,n64,action,nintendo,2000,4.4,3.36,13000,1800,04-10-2025
898,The Legend of Zelda: Majora's Mask 3D,NULL,682,3ds,action,nintendo,2015,4.1,2.32,6700,813000,04-10-2025
899,The Legend of Zelda: Ocarina of Time,NULL,95,n64,action,nintendo,1998,4.3,7.6,17000,1400,04-10-2025
900,The Legend of Zelda: Ocarina of Time,NULL,95,n64,action,nintendo,1998,4.3,7.6,17000,1400,04-10-2025
901,The Legend of Zelda: Ocarina of Time,NULL,95,n64,action,nintendo,1998,4.3,7.6,17000,1400,04-10-2025
902,The Legend of Zelda: Oracle of Ages,NULL,896,gb,action,nintendo,2001,3.7,1.92,2800,492000,04-10-2025
903,The Legend of Zelda: Oracle of Seasons,NULL,925,gb,adventure,nintendo,2001,3.7,1.86,3100,489000,04-10-2025
904,The Legend of Zelda: The Minish Cap,NULL,1359,gba,action,nintendo,2004,3.9,1.42,8700,911000,04-10-2025
905,The Legend of Zelda: Twilight Princess,NULL,101,wii,action,nintendo,2006,4,7.31,10000,1300,04-10-2025
906,The Legend of Zelda: Twilight Princess,NULL,1162,gc,action,nintendo,2006,4,1.59,10000,1300,04-10-2025
907,The Legend of Zelda: Twilight Princess,NULL,101,wii,action,nintendo,2006,4.1,7.31,6000,466000,04-10-2025
908,The Legend of Zelda: Twilight Princess,NULL,1162,gc,action,nintendo,2006,4.1,1.59,6000,466000,04-10-2025
909,The Legend of Zelda: Twilight Princess,NULL,101,wii,action,nintendo,2006,4.1,7.31,6000,466000,04-10-2025
910,The Legend of Zelda: Twilight Princess,NULL,1162,gc,action,nintendo,2006,4.1,1.59,6000,466000,04-10-2025
911,The Legend of Zelda: Twilight Princess HD,NULL,2214,wiiu,action,nintendo,2016,4.2,0.94,2500,503000,04-10-2025
912,The LEGO Movie Videogame,NULL,4734,psv,action,warner bros. interactive entertainment,2014,2.8,0.41,1700,73000,04-10-2025
913,The LEGO Movie Videogame,NULL,12266,pc,action,warner bros. interactive entertainment,2014,2.8,0.06,1700,73000,04-10-2025
914,The LEGO Movie Videogame,NULL,1490,x360,action,warner bros. interactive entertainment,2014,2.8,1.32,1700,73000,04-10-2025
915,The LEGO Movie Videogame,NULL,2053,ps3,action,warner bros. interactive entertainment,2014,2.8,1.01,1700,73000,04-10-2025
916,The LEGO Movie Videogame,NULL,3056,wiiu,action,warner bros. interactive entertainment,2014,2.8,0.66,1700,73000,04-10-2025
917,The LEGO Movie Videogame,NULL,3030,ps4,action,warner bros. interactive entertainment,2014,2.8,0.67,1700,73000,04-10-2025
918,The LEGO Movie Videogame,NULL,2944,3ds,action,warner bros. interactive entertainment,2014,2.8,0.69,1700,73000,04-10-2025
919,The LEGO Movie Videogame,NULL,3884,xone,action,warner bros. interactive entertainment,2014,2.8,0.51,1700,73000,04-10-2025
920,The Lord of the Rings: The Two Towers,NULL,3810,gc,action,electronic arts,2002,3.3,0.53,1600,72000,04-10-2025
921,The Lord of the Rings: The Two Towers,NULL,228,ps2,action,electronic arts,2002,3.3,4.67,1600,72000,04-10-2025
922,The Lord of the Rings: The Two Towers,NULL,2782,gba,action,electronic arts,2002,3.3,0.74,1600,72000,04-10-2025
923,The Lord of the Rings: The Two Towers,NULL,2859,xb,action,electronic arts,2002,3.3,0.71,1600,72000,04-10-2025
924,The Simpsons Game,NULL,1874,psp,action,electronic arts,2007,3,1.09,3800,156000,04-10-2025
925,The Simpsons Game,NULL,1989,x360,action,electronic arts,2007,3,1.05,3800,156000,04-10-2025
926,The Simpsons Game,NULL,1251,ps2,action,electronic arts,2007,3,1.51,3800,156000,04-10-2025
927,The Simpsons Game,NULL,2023,wii,action,electronic arts,2007,3,1.03,3800,156000,04-10-2025
928,The Simpsons Game,NULL,1222,ds,action,electronic arts,2007,3,1.53,3800,156000,04-10-2025
929,The Simpsons Game,NULL,2295,ps3,action,electronic arts,2007,3,0.91,3800,156000,04-10-2025
930,The Simpsons: Road Rage,NULL,1980,xb,racing,electronic arts,2001,2.9,1.05,1700,61000,04-10-2025
931,The Simpsons: Road Rage,NULL,355,ps2,racing,electronic arts,2001,2.9,3.61,1700,61000,04-10-2025
932,The Simpsons: Road Rage,NULL,6845,gc,racing,electronic arts,2001,2.9,0.24,1700,61000,04-10-2025
933,The Sims 4,NULL,479,pc,simulation,electronic arts,2014,3,2.97,8300,110000,04-10-2025
934,The Sims 4,NULL,479,pc,simulation,electronic arts,2014,3,2.97,8300,110000,04-10-2025
935,The Walking Dead: Season One,NULL,14286,pc,adventure,avanquest software,2012,4,0.03,12000,467000,04-10-2025
936,The Walking Dead: Season One,NULL,2763,x360,adventure,avanquest software,2012,4,0.75,12000,467000,04-10-2025
937,The Walking Dead: Season One,NULL,2600,ps3,adventure,avanquest software,2012,4,0.79,12000,467000,04-10-2025
938,The Warriors,NULL,3812,ps2,action,take-two interactive,2005,3.9,0.53,927000,191000,04-10-2025
939,The Warriors,NULL,6122,xb,action,take-two interactive,2005,3.9,0.28,927000,191000,04-10-2025
940,The Witcher,NULL,12467,pc,role-playing,atari,2007,3,0.06,1600,168000,04-10-2025
941,The Witcher 2: Assassins of Kings,NULL,2170,pc,action,namco bandai games,2011,3.6,0.96,1600,169000,04-10-2025
942,The Witcher 3: Wild Hunt,NULL,1607,xone,role-playing,namco bandai games,2015,4.3,1.24,17000,1600,04-10-2025
943,The Witcher 3: Wild Hunt,NULL,332,ps4,role-playing,namco bandai games,2015,4.3,3.73,17000,1600,04-10-2025
944,The Witcher 3: Wild Hunt,NULL,3028,pc,role-playing,namco bandai games,2015,4.3,0.67,17000,1600,04-10-2025
945,The Witcher 3: Wild Hunt,NULL,1607,xone,role-playing,namco bandai games,2015,4.3,1.24,17000,1600,04-10-2025
946,The Witcher 3: Wild Hunt,NULL,332,ps4,role-playing,namco bandai games,2015,4.3,3.73,17000,1600,04-10-2025
947,The Witcher 3: Wild Hunt,NULL,3028,pc,role-playing,namco bandai games,2015,4.3,0.67,17000,1600,04-10-2025
948,The Witcher 3: Wild Hunt,NULL,1607,xone,role-playing,namco bandai games,2015,4.3,1.24,17000,1600,04-10-2025
949,The Witcher 3: Wild Hunt,NULL,332,ps4,role-playing,namco bandai games,2015,4.3,3.73,17000,1600,04-10-2025
950,The Witcher 3: Wild Hunt,NULL,3028,pc,role-playing,namco bandai games,2015,4.3,0.67,17000,1600,04-10-2025
951,The World Ends with You,NULL,2416,ds,role-playing,square enix,2007,4.2,0.86,5200,1500,04-10-2025
952,Tom Clancy's Splinter Cell: Pandora Tomorrow,NULL,1597,ps2,action,ubisoft,2004,3.4,1.25,1000,123000,04-10-2025
953,Tom Clancy's Splinter Cell: Pandora Tomorrow,NULL,1286,xb,action,ubisoft,2004,3.4,1.48,1000,123000,04-10-2025
954,Tom Clancy's Splinter Cell: Pandora Tomorrow,NULL,11418,gc,action,ubisoft,2004,3.4,0.08,1000,123000,04-10-2025
955,Tom Clancy's Splinter Cell: Pandora Tomorrow,NULL,12345,gba,action,ubisoft,2004,3.4,0.06,1000,123000,04-10-2025
956,Tom Clancy's The Division,NULL,352,ps4,shooter,ubisoft,2016,2.8,3.61,2900,78000,04-10-2025
957,Tom Clancy's The Division,NULL,847,xone,shooter,ubisoft,2016,2.8,2.01,2900,78000,04-10-2025
958,Tom Clancy's The Division,NULL,5106,pc,shooter,ubisoft,2016,2.8,0.37,2900,78000,04-10-2025
959,Tomb Raider,NULL,230,ps,action,eidos interactive,1996,3.3,4.63,2700,263000,04-10-2025
960,Tomb Raider,NULL,2024,pc,action,eidos interactive,1996,3.3,1.03,2700,263000,04-10-2025
961,Tomodachi Life,NULL,189,3ds,simulation,nintendo,2013,3.7,5.15,3400,133000,04-10-2025
962,Toy Story 2: Buzz Lightyear to the Rescue!,NULL,2237,n64,platform,activision,1999,3.4,0.93,2300,117000,04-10-2025
963,Twisted Metal,NULL,1190,ps,action,sony computer entertainment,1995,3.1,1.56,986000,81000,04-10-2025
964,Ultimate Spider-Man,NULL,5097,gc,action,activision,2005,3.6,0.37,3700,280000,04-10-2025
965,Ultimate Spider-Man,NULL,8707,ds,action,activision,2005,3.6,0.16,3700,280000,04-10-2025
966,Ultimate Spider-Man,NULL,5824,gba,action,activision,2005,3.6,0.3,3700,280000,04-10-2025
967,Ultimate Spider-Man,NULL,4882,xb,action,activision,2005,3.6,0.39,3700,280000,04-10-2025
968,Ultimate Spider-Man,NULL,2829,ps2,action,activision,2005,3.6,0.72,3700,280000,04-10-2025
969,Uncharted 2: Among Thieves,NULL,120,ps3,action,sony computer entertainment,2009,3.9,6.73,12000,515000,04-10-2025
970,Uncharted 3: Drake's Deception,NULL,116,ps3,action,sony computer entertainment,2011,3.6,6.83,11000,477000,04-10-2025
971,Uncharted 3: Drake's Deception,NULL,116,ps3,action,sony computer entertainment,2011,3.6,6.83,11000,477000,04-10-2025
972,Uncharted 4: A Thief's End,NULL,272,ps4,shooter,sony computer entertainment,2016,4.1,4.2,14000,1200,04-10-2025
973,Uncharted 4: A Thief's End,NULL,272,ps4,shooter,sony computer entertainment,2016,4.1,4.2,14000,1200,04-10-2025
974,Uncharted: Drake's Fortune,NULL,211,ps3,action,sony computer entertainment,2007,3.1,4.94,12000,460000,04-10-2025
975,Uncharted: The Nathan Drake Collection,NULL,244,ps4,action,sony computer entertainment,2015,4.1,4.47,4300,319000,04-10-2025
976,Until Dawn,NULL,1124,ps4,adventure,sony computer entertainment europe,2015,3.4,1.64,8000,585000,04-10-2025
977,Vagrant Story,NULL,2404,ps,role-playing,crave entertainment,2000,4,0.87,1000,889000,04-10-2025
978,Vagrant Story,NULL,2404,ps,role-playing,crave entertainment,2000,4,0.87,1000,889000,04-10-2025
979,Warcraft III: The Frozen Throne,NULL,1214,pc,strategy,activision,2003,4.3,1.54,2600,73000,04-10-2025
980,Wario Land 3,NULL,738,gb,platform,nintendo,2000,3.8,2.2,1200,174000,04-10-2025
981,WarioWare: Smooth Moves,NULL,491,wii,puzzle,nintendo,2006,3.9,2.92,3100,189000,04-10-2025
982,We Love Katamari,NULL,3840,ps2,puzzle,electronic arts,2005,4.3,0.52,1400,410000,04-10-2025
983,Wii Sports,NULL,1,wii,sports,nintendo,2006,3.7,82.74,18000,93000,04-10-2025
984,Wii Sports,NULL,1,wii,sports,nintendo,2006,3.7,82.74,18000,93000,04-10-2025
985,Wii Sports,NULL,1,wii,sports,nintendo,2006,3.7,82.74,18000,93000,04-10-2025
986,Wolfenstein: The New Order,NULL,4704,x360,shooter,bethesda softworks,2014,3.6,0.41,8400,722000,04-10-2025
987,Wolfenstein: The New Order,NULL,4246,pc,shooter,bethesda softworks,2014,3.6,0.46,8400,722000,04-10-2025
988,Wolfenstein: The New Order,NULL,3020,xone,shooter,bethesda softworks,2014,3.6,0.67,8400,722000,04-10-2025
989,Wolfenstein: The New Order,NULL,1170,ps4,shooter,bethesda softworks,2014,3.6,1.58,8400,722000,04-10-2025
990,Wolfenstein: The New Order,NULL,3945,ps3,shooter,bethesda softworks,2014,3.6,0.51,8400,722000,04-10-2025
991,Wolfenstein: The New Order,NULL,4704,x360,shooter,bethesda softworks,2014,3.6,0.41,8400,722000,04-10-2025
992,Wolfenstein: The New Order,NULL,4246,pc,shooter,bethesda softworks,2014,3.6,0.46,8400,722000,04-10-2025
993,Wolfenstein: The New Order,NULL,3020,xone,shooter,bethesda softworks,2014,3.6,0.67,8400,722000,04-10-2025
994,Wolfenstein: The New Order,NULL,1170,ps4,shooter,bethesda softworks,2014,3.6,1.58,8400,722000,04-10-2025
995,Wolfenstein: The New Order,NULL,3945,ps3,shooter,bethesda softworks,2014,3.6,0.51,8400,722000,04-10-2025
996,World of Warcraft,NULL,138,pc,role-playing,activision,2004,3.5,6.28,4500,74000,04-10-2025
997,Worms Armageddon,NULL,1952,ps,strategy,microprose,1999,3.8,1.06,2100,57000,04-10-2025
998,Worms Armageddon,NULL,13742,n64,strategy,infogrames,1999,3.8,0.04,2100,57000,04-10-2025
999,Xenoblade Chronicles,NULL,2109,wii,role-playing,nintendo,2010,4.2,0.98,3900,732000,04-10-2025
1000,Xenosaga Episode I: Der Wille zur Macht,NULL,1017,ps2,role-playing,namco bandai games,2002,3.7,1.74,1200,575000,04-10-2025
1001,Xenosaga Episode III: Also sprach Zarathustra,NULL,5150,ps2,role-playing,namco bandai games,2006,4.3,0.37,762000,448000,04-10-2025
1002,Yakuza 2,NULL,1875,ps2,adventure,sega,2006,4,1.09,1000,255000,04-10-2025
1003,Yakuza Kiwami,NULL,9924,ps3,adventure,sega,2016,3.7,0.12,9700,1000,04-10-2025
1004,Yakuza Kiwami,NULL,8659,ps4,adventure,sega,2016,3.7,0.16,9700,1000,04-10-2025
1005,Yakuza Kiwami,NULL,9924,ps3,adventure,sega,2016,3.7,0.12,9700,1000,04-10-2025
1006,Yakuza Kiwami,NULL,8659,ps4,adventure,sega,2016,3.7,0.16,9700,1000,04-10-2025
1007,Yakuza Kiwami,NULL,9924,ps3,adventure,sega,2016,3.7,0.12,9700,1000,04-10-2025
1008,Yakuza Kiwami,NULL,8659,ps4,adventure,sega,2016,3.7,0.16,9700,1000,04-10-2025
1009,Ys VIII: Lacrimosa of Dana,NULL,11244,psv,role-playing,nihon falcom corporation,2016,4.2,0.09,1900,575000,04-10-2025
1010,Zelda II: The Adventure of Link,NULL,252,nes,adventure,nintendo,1987,2.6,4.38,4500,290000,04-10-2025
1011,Zero Escape: Zero Time Dilemma,NULL,12434,3ds,adventure,aksys games,2016,3,0.06,2900,402000,04-10-2025
1012,Zero Escape: Zero Time Dilemma,NULL,12452,psv,adventure,aksys games,2016,3,0.06,2900,402000,04-10-2025
